time_sec,clients,run,cpu_usr,cpu_sys,cpu_idle
2237,16,1,%usr,%sys,%idle
2238,16,1,100.00,0.00,0.00
2240,16,1,%usr,%sys,%idle
2241,16,1,100.00,0.00,0.00
2243,16,1,%usr,%sys,%idle
2244,16,1,100.00,0.00,0.00
2246,16,1,%usr,%sys,%idle
2247,16,1,100.00,0.00,0.00
2249,16,1,%usr,%sys,%idle
2250,16,1,100.00,0.00,0.00
2252,16,1,%usr,%sys,%idle
2253,16,1,100.00,0.00,0.00
2255,16,1,%usr,%sys,%idle
2256,16,1,100.00,0.00,0.00
2258,16,1,%usr,%sys,%idle
2259,16,1,100.00,0.00,0.00
2261,16,1,%usr,%sys,%idle
2262,16,1,100.00,0.00,0.00
2264,16,1,%usr,%sys,%idle
2265,16,1,100.00,0.00,0.00
2267,16,1,%usr,%sys,%idle
2268,16,1,100.00,0.00,0.00
2270,16,1,%usr,%sys,%idle
2271,16,1,100.00,0.00,0.00
2273,16,1,%usr,%sys,%idle
2274,16,1,100.00,0.00,0.00
2276,16,1,%usr,%sys,%idle
2277,16,1,100.00,0.00,0.00
2279,16,1,%usr,%sys,%idle
2280,16,1,100.00,0.00,0.00
2282,16,1,%usr,%sys,%idle
2283,16,1,100.00,0.00,0.00
2285,16,1,%usr,%sys,%idle
2286,16,1,100.00,0.00,0.00
2288,16,1,%usr,%sys,%idle
2289,16,1,100.00,0.00,0.00
2291,16,1,%usr,%sys,%idle
2292,16,1,100.00,0.00,0.00
2294,16,1,%usr,%sys,%idle
2295,16,1,100.00,0.00,0.00
2297,16,1,%usr,%sys,%idle
2298,16,1,100.00,0.00,0.00
2300,16,1,%usr,%sys,%idle
2301,16,1,100.00,0.00,0.00
2303,16,1,%usr,%sys,%idle
2304,16,1,100.00,0.00,0.00
2306,16,1,%usr,%sys,%idle
2307,16,1,100.00,0.00,0.00
2309,16,1,%usr,%sys,%idle
2310,16,1,100.00,0.00,0.00
2312,16,1,%usr,%sys,%idle
2313,16,1,100.00,0.00,0.00
2315,16,1,%usr,%sys,%idle
2316,16,1,100.00,0.00,0.00
2318,16,1,%usr,%sys,%idle
2319,16,1,100.00,0.00,0.00
2321,16,1,%usr,%sys,%idle
2322,16,1,100.00,0.00,0.00
2324,16,1,%usr,%sys,%idle
2325,16,1,100.00,0.00,0.00
2327,16,1,%usr,%sys,%idle
2328,16,1,100.00,0.00,0.00
2329,16,2,%usr,%sys,%idle
2330,16,2,93.00,0.00,7.00
2332,16,2,%usr,%sys,%idle
2333,16,2,100.00,0.00,0.00
2335,16,2,%usr,%sys,%idle
2336,16,2,100.00,0.00,0.00
2338,16,2,%usr,%sys,%idle
2339,16,2,100.00,0.00,0.00
2341,16,2,%usr,%sys,%idle
2342,16,2,100.00,0.00,0.00
2344,16,2,%usr,%sys,%idle
2345,16,2,100.00,0.00,0.00
2347,16,2,%usr,%sys,%idle
2348,16,2,100.00,0.00,0.00
2350,16,2,%usr,%sys,%idle
2351,16,2,100.00,0.00,0.00
2353,16,2,%usr,%sys,%idle
2354,16,2,100.00,0.00,0.00
2356,16,2,%usr,%sys,%idle
2357,16,2,100.00,0.00,0.00
2359,16,2,%usr,%sys,%idle
2360,16,2,100.00,0.00,0.00
2362,16,2,%usr,%sys,%idle
2363,16,2,100.00,0.00,0.00
2365,16,2,%usr,%sys,%idle
2366,16,2,100.00,0.00,0.00
2368,16,2,%usr,%sys,%idle
2369,16,2,100.00,0.00,0.00
2371,16,2,%usr,%sys,%idle
2372,16,2,100.00,0.00,0.00
2374,16,2,%usr,%sys,%idle
2375,16,2,100.00,0.00,0.00
2377,16,2,%usr,%sys,%idle
2378,16,2,100.00,0.00,0.00
2380,16,2,%usr,%sys,%idle
2381,16,2,100.00,0.00,0.00
2383,16,2,%usr,%sys,%idle
2384,16,2,100.00,0.00,0.00
2386,16,2,%usr,%sys,%idle
2387,16,2,100.00,0.00,0.00
2389,16,2,%usr,%sys,%idle
2390,16,2,100.00,0.00,0.00
2392,16,2,%usr,%sys,%idle
2393,16,2,100.00,0.00,0.00
2395,16,2,%usr,%sys,%idle
2396,16,2,100.00,0.00,0.00
2398,16,2,%usr,%sys,%idle
2399,16,2,100.00,0.00,0.00
2401,16,2,%usr,%sys,%idle
2402,16,2,100.00,0.00,0.00
2404,16,2,%usr,%sys,%idle
2405,16,2,100.00,0.00,0.00
2407,16,2,%usr,%sys,%idle
2408,16,2,100.00,0.00,0.00
2410,16,2,%usr,%sys,%idle
2411,16,2,100.00,0.00,0.00
2413,16,2,%usr,%sys,%idle
2414,16,2,100.00,0.00,0.00
2416,16,2,%usr,%sys,%idle
2417,16,2,100.00,0.00,0.00
2419,16,2,%usr,%sys,%idle
2420,16,2,100.00,0.00,0.00
2422,16,2,%usr,%sys,%idle
2423,16,2,100.00,0.00,0.00
2425,16,2,%usr,%sys,%idle
2426,16,2,100.00,0.00,0.00
2428,16,2,%usr,%sys,%idle
2429,16,2,100.00,0.00,0.00
2431,16,2,%usr,%sys,%idle
2432,16,2,100.00,0.00,0.00
2434,16,2,%usr,%sys,%idle
2435,16,2,100.00,0.00,0.00
2437,16,2,%usr,%sys,%idle
2438,16,2,100.00,0.00,0.00
2440,16,2,%usr,%sys,%idle
2441,16,2,100.00,0.00,0.00
2443,16,2,%usr,%sys,%idle
2444,16,2,100.00,0.00,0.00
2446,16,2,%usr,%sys,%idle
2447,16,2,100.00,0.00,0.00
2449,16,2,%usr,%sys,%idle
2450,16,2,100.00,0.00,0.00
2452,16,2,%usr,%sys,%idle
2453,16,2,100.00,0.00,0.00
2455,16,2,%usr,%sys,%idle
2456,16,2,100.00,0.00,0.00
2458,16,2,%usr,%sys,%idle
2459,16,2,100.00,0.00,0.00
2461,16,2,%usr,%sys,%idle
2462,16,2,100.00,0.00,0.00
2464,16,2,%usr,%sys,%idle
2465,16,2,100.00,0.00,0.00
2467,16,2,%usr,%sys,%idle
2468,16,2,100.00,0.00,0.00
2470,16,2,%usr,%sys,%idle
2471,16,2,100.00,0.00,0.00
2473,16,2,%usr,%sys,%idle
2474,16,2,100.00,0.00,0.00
2476,16,2,%usr,%sys,%idle
2477,16,2,100.00,0.00,0.00
2479,16,2,%usr,%sys,%idle
2480,16,2,100.00,0.00,0.00
2482,16,2,%usr,%sys,%idle
2483,16,2,100.00,0.00,0.00
2485,16,2,%usr,%sys,%idle
2486,16,2,100.00,0.00,0.00
2488,16,2,%usr,%sys,%idle
2489,16,2,100.00,0.00,0.00
2491,16,2,%usr,%sys,%idle
2492,16,2,100.00,0.00,0.00
2494,16,2,%usr,%sys,%idle
2495,16,2,100.00,0.00,0.00
2497,16,2,%usr,%sys,%idle
2498,16,2,100.00,0.00,0.00
2500,16,2,%usr,%sys,%idle
2501,16,2,100.00,0.00,0.00
2503,16,2,%usr,%sys,%idle
2504,16,2,100.00,0.00,0.00
2506,16,2,%usr,%sys,%idle
2507,16,2,100.00,0.00,0.00
2508,16,3,%usr,%sys,%idle
2509,16,3,92.00,0.00,8.00
2511,16,3,%usr,%sys,%idle
2512,16,3,100.00,0.00,0.00
2514,16,3,%usr,%sys,%idle
2515,16,3,100.00,0.00,0.00
2517,16,3,%usr,%sys,%idle
2518,16,3,100.00,0.00,0.00
2520,16,3,%usr,%sys,%idle
2521,16,3,100.00,0.00,0.00
2523,16,3,%usr,%sys,%idle
2524,16,3,100.00,0.00,0.00
2526,16,3,%usr,%sys,%idle
2527,16,3,100.00,0.00,0.00
2529,16,3,%usr,%sys,%idle
2530,16,3,100.00,0.00,0.00
2532,16,3,%usr,%sys,%idle
2533,16,3,100.00,0.00,0.00
2535,16,3,%usr,%sys,%idle
2536,16,3,100.00,0.00,0.00
2538,16,3,%usr,%sys,%idle
2539,16,3,100.00,0.00,0.00
2541,16,3,%usr,%sys,%idle
2542,16,3,100.00,0.00,0.00
2544,16,3,%usr,%sys,%idle
2545,16,3,100.00,0.00,0.00
2547,16,3,%usr,%sys,%idle
2548,16,3,100.00,0.00,0.00
2550,16,3,%usr,%sys,%idle
2551,16,3,100.00,0.00,0.00
2553,16,3,%usr,%sys,%idle
2554,16,3,100.00,0.00,0.00
2556,16,3,%usr,%sys,%idle
2557,16,3,100.00,0.00,0.00
2559,16,3,%usr,%sys,%idle
2560,16,3,100.00,0.00,0.00
2562,16,3,%usr,%sys,%idle
2563,16,3,100.00,0.00,0.00
2565,16,3,%usr,%sys,%idle
2566,16,3,100.00,0.00,0.00
2568,16,3,%usr,%sys,%idle
2569,16,3,100.00,0.00,0.00
2571,16,3,%usr,%sys,%idle
2572,16,3,100.00,0.00,0.00
2574,16,3,%usr,%sys,%idle
2575,16,3,100.00,0.00,0.00
2577,16,3,%usr,%sys,%idle
2578,16,3,100.00,0.00,0.00
2580,16,3,%usr,%sys,%idle
2581,16,3,100.00,0.00,0.00
2583,16,3,%usr,%sys,%idle
2584,16,3,100.00,0.00,0.00
2586,16,3,%usr,%sys,%idle
2587,16,3,100.00,0.00,0.00
2589,16,3,%usr,%sys,%idle
2590,16,3,100.00,0.00,0.00
2592,16,3,%usr,%sys,%idle
2593,16,3,100.00,0.00,0.00
2595,16,3,%usr,%sys,%idle
2596,16,3,100.00,0.00,0.00
2598,16,3,%usr,%sys,%idle
2599,16,3,100.00,0.00,0.00
2601,16,3,%usr,%sys,%idle
2602,16,3,100.00,0.00,0.00
2604,16,3,%usr,%sys,%idle
2605,16,3,100.00,0.00,0.00
2607,16,3,%usr,%sys,%idle
2608,16,3,100.00,0.00,0.00
2610,16,3,%usr,%sys,%idle
2611,16,3,100.00,0.00,0.00
2613,16,3,%usr,%sys,%idle
2614,16,3,100.00,0.00,0.00
2616,16,3,%usr,%sys,%idle
2617,16,3,100.00,0.00,0.00
2619,16,3,%usr,%sys,%idle
2620,16,3,100.00,0.00,0.00
2622,16,3,%usr,%sys,%idle
2623,16,3,100.00,0.00,0.00
2625,16,3,%usr,%sys,%idle
2626,16,3,100.00,0.00,0.00
2628,16,3,%usr,%sys,%idle
2629,16,3,100.00,0.00,0.00
2631,16,3,%usr,%sys,%idle
2632,16,3,100.00,0.00,0.00
2634,16,3,%usr,%sys,%idle
2635,16,3,100.00,0.00,0.00
2637,16,3,%usr,%sys,%idle
2638,16,3,100.00,0.00,0.00
2640,16,3,%usr,%sys,%idle
2641,16,3,100.00,0.00,0.00
2643,16,3,%usr,%sys,%idle
2644,16,3,100.00,0.00,0.00
2646,16,3,%usr,%sys,%idle
2647,16,3,100.00,0.00,0.00
2649,16,3,%usr,%sys,%idle
2650,16,3,100.00,0.00,0.00
2652,16,3,%usr,%sys,%idle
2653,16,3,100.00,0.00,0.00
2655,16,3,%usr,%sys,%idle
2656,16,3,100.00,0.00,0.00
2658,16,3,%usr,%sys,%idle
2659,16,3,100.00,0.00,0.00
2661,16,3,%usr,%sys,%idle
2662,16,3,100.00,0.00,0.00
2664,16,3,%usr,%sys,%idle
2665,16,3,100.00,0.00,0.00
2667,16,3,%usr,%sys,%idle
2668,16,3,100.00,0.00,0.00
2670,16,3,%usr,%sys,%idle
2671,16,3,100.00,0.00,0.00
2673,16,3,%usr,%sys,%idle
2674,16,3,100.00,0.00,0.00
2676,16,3,%usr,%sys,%idle
2677,16,3,100.00,0.00,0.00
2679,16,3,%usr,%sys,%idle
2680,16,3,100.00,0.00,0.00
2682,16,3,%usr,%sys,%idle
2683,16,3,100.00,0.00,0.00
2685,16,3,%usr,%sys,%idle
2686,16,3,100.00,0.00,0.00
2687,32,1,%usr,%sys,%idle
2688,32,1,93.00,0.00,7.00
2690,32,1,%usr,%sys,%idle
2691,32,1,100.00,0.00,0.00
2693,32,1,%usr,%sys,%idle
2694,32,1,100.00,0.00,0.00
2696,32,1,%usr,%sys,%idle
2697,32,1,100.00,0.00,0.00
2699,32,1,%usr,%sys,%idle
2700,32,1,100.00,0.00,0.00
2702,32,1,%usr,%sys,%idle
2703,32,1,100.00,0.00,0.00
2705,32,1,%usr,%sys,%idle
2706,32,1,100.00,0.00,0.00
2708,32,1,%usr,%sys,%idle
2709,32,1,100.00,0.00,0.00
2711,32,1,%usr,%sys,%idle
2712,32,1,100.00,0.00,0.00
2714,32,1,%usr,%sys,%idle
2715,32,1,100.00,0.00,0.00
2717,32,1,%usr,%sys,%idle
2718,32,1,100.00,0.00,0.00
2720,32,1,%usr,%sys,%idle
2721,32,1,100.00,0.00,0.00
2723,32,1,%usr,%sys,%idle
2724,32,1,100.00,0.00,0.00
2726,32,1,%usr,%sys,%idle
2727,32,1,100.00,0.00,0.00
2729,32,1,%usr,%sys,%idle
2730,32,1,100.00,0.00,0.00
2732,32,1,%usr,%sys,%idle
2733,32,1,100.00,0.00,0.00
2735,32,1,%usr,%sys,%idle
2736,32,1,100.00,0.00,0.00
2738,32,1,%usr,%sys,%idle
2739,32,1,100.00,0.00,0.00
2741,32,1,%usr,%sys,%idle
2742,32,1,100.00,0.00,0.00
2744,32,1,%usr,%sys,%idle
2745,32,1,100.00,0.00,0.00
2747,32,1,%usr,%sys,%idle
2748,32,1,100.00,0.00,0.00
2750,32,1,%usr,%sys,%idle
2751,32,1,100.00,0.00,0.00
2753,32,1,%usr,%sys,%idle
2754,32,1,100.00,0.00,0.00
2756,32,1,%usr,%sys,%idle
2757,32,1,100.00,0.00,0.00
2759,32,1,%usr,%sys,%idle
2760,32,1,100.00,0.00,0.00
2762,32,1,%usr,%sys,%idle
2763,32,1,100.00,0.00,0.00
2765,32,1,%usr,%sys,%idle
2766,32,1,100.00,0.00,0.00
2768,32,1,%usr,%sys,%idle
2769,32,1,100.00,0.00,0.00
2771,32,1,%usr,%sys,%idle
2772,32,1,100.00,0.00,0.00
2774,32,1,%usr,%sys,%idle
2775,32,1,100.00,0.00,0.00
2777,32,1,%usr,%sys,%idle
2778,32,1,100.00,0.00,0.00
2780,32,1,%usr,%sys,%idle
2781,32,1,100.00,0.00,0.00
2783,32,1,%usr,%sys,%idle
2784,32,1,100.00,0.00,0.00
2786,32,1,%usr,%sys,%idle
2787,32,1,100.00,0.00,0.00
2789,32,1,%usr,%sys,%idle
2790,32,1,100.00,0.00,0.00
2792,32,1,%usr,%sys,%idle
2793,32,1,100.00,0.00,0.00
2795,32,1,%usr,%sys,%idle
2796,32,1,100.00,0.00,0.00
2798,32,1,%usr,%sys,%idle
2799,32,1,100.00,0.00,0.00
2801,32,1,%usr,%sys,%idle
2802,32,1,100.00,0.00,0.00
2804,32,1,%usr,%sys,%idle
2805,32,1,100.00,0.00,0.00
2807,32,1,%usr,%sys,%idle
2808,32,1,100.00,0.00,0.00
2810,32,1,%usr,%sys,%idle
2811,32,1,100.00,0.00,0.00
2813,32,1,%usr,%sys,%idle
2814,32,1,100.00,0.00,0.00
2816,32,1,%usr,%sys,%idle
2817,32,1,100.00,0.00,0.00
2819,32,1,%usr,%sys,%idle
2820,32,1,100.00,0.00,0.00
2822,32,1,%usr,%sys,%idle
2823,32,1,100.00,0.00,0.00
2825,32,1,%usr,%sys,%idle
2826,32,1,100.00,0.00,0.00
2828,32,1,%usr,%sys,%idle
2829,32,1,100.00,0.00,0.00
2831,32,1,%usr,%sys,%idle
2832,32,1,100.00,0.00,0.00
2834,32,1,%usr,%sys,%idle
2835,32,1,100.00,0.00,0.00
2837,32,1,%usr,%sys,%idle
2838,32,1,100.00,0.00,0.00
2840,32,1,%usr,%sys,%idle
2841,32,1,100.00,0.00,0.00
2843,32,1,%usr,%sys,%idle
2844,32,1,100.00,0.00,0.00
2846,32,1,%usr,%sys,%idle
2847,32,1,100.00,0.00,0.00
2849,32,1,%usr,%sys,%idle
2850,32,1,100.00,0.00,0.00
2852,32,1,%usr,%sys,%idle
2853,32,1,100.00,0.00,0.00
2855,32,1,%usr,%sys,%idle
2856,32,1,100.00,0.00,0.00
2858,32,1,%usr,%sys,%idle
2859,32,1,100.00,0.00,0.00
2861,32,1,%usr,%sys,%idle
2862,32,1,100.00,0.00,0.00
2864,32,1,%usr,%sys,%idle
2865,32,1,100.00,0.00,0.00
2866,32,2,%usr,%sys,%idle
2867,32,2,92.08,0.00,7.92
2869,32,2,%usr,%sys,%idle
2870,32,2,100.00,0.00,0.00
2872,32,2,%usr,%sys,%idle
2873,32,2,100.00,0.00,0.00
2875,32,2,%usr,%sys,%idle
2876,32,2,100.00,0.00,0.00
2878,32,2,%usr,%sys,%idle
2879,32,2,100.00,0.00,0.00
2881,32,2,%usr,%sys,%idle
2882,32,2,100.00,0.00,0.00
2884,32,2,%usr,%sys,%idle
2885,32,2,100.00,0.00,0.00
2887,32,2,%usr,%sys,%idle
2888,32,2,100.00,0.00,0.00
2890,32,2,%usr,%sys,%idle
2891,32,2,100.00,0.00,0.00
2893,32,2,%usr,%sys,%idle
2894,32,2,100.00,0.00,0.00
2896,32,2,%usr,%sys,%idle
2897,32,2,100.00,0.00,0.00
2899,32,2,%usr,%sys,%idle
2900,32,2,100.00,0.00,0.00
2902,32,2,%usr,%sys,%idle
2903,32,2,100.00,0.00,0.00
2905,32,2,%usr,%sys,%idle
2906,32,2,100.00,0.00,0.00
2908,32,2,%usr,%sys,%idle
2909,32,2,100.00,0.00,0.00
2911,32,2,%usr,%sys,%idle
2912,32,2,100.00,0.00,0.00
2914,32,2,%usr,%sys,%idle
2915,32,2,100.00,0.00,0.00
2917,32,2,%usr,%sys,%idle
2918,32,2,100.00,0.00,0.00
2920,32,2,%usr,%sys,%idle
2921,32,2,100.00,0.00,0.00
2923,32,2,%usr,%sys,%idle
2924,32,2,100.00,0.00,0.00
2926,32,2,%usr,%sys,%idle
2927,32,2,100.00,0.00,0.00
2929,32,2,%usr,%sys,%idle
2930,32,2,100.00,0.00,0.00
2932,32,2,%usr,%sys,%idle
2933,32,2,100.00,0.00,0.00
2935,32,2,%usr,%sys,%idle
2936,32,2,100.00,0.00,0.00
2938,32,2,%usr,%sys,%idle
2939,32,2,100.00,0.00,0.00
2941,32,2,%usr,%sys,%idle
2942,32,2,100.00,0.00,0.00
2944,32,2,%usr,%sys,%idle
2945,32,2,100.00,0.00,0.00
2947,32,2,%usr,%sys,%idle
2948,32,2,100.00,0.00,0.00
2950,32,2,%usr,%sys,%idle
2951,32,2,100.00,0.00,0.00
2953,32,2,%usr,%sys,%idle
2954,32,2,100.00,0.00,0.00
2956,32,2,%usr,%sys,%idle
2957,32,2,100.00,0.00,0.00
2959,32,2,%usr,%sys,%idle
2960,32,2,100.00,0.00,0.00
2962,32,2,%usr,%sys,%idle
2963,32,2,100.00,0.00,0.00
2965,32,2,%usr,%sys,%idle
2966,32,2,100.00,0.00,0.00
2968,32,2,%usr,%sys,%idle
2969,32,2,100.00,0.00,0.00
2971,32,2,%usr,%sys,%idle
2972,32,2,100.00,0.00,0.00
2974,32,2,%usr,%sys,%idle
2975,32,2,100.00,0.00,0.00
2977,32,2,%usr,%sys,%idle
2978,32,2,100.00,0.00,0.00
2980,32,2,%usr,%sys,%idle
2981,32,2,100.00,0.00,0.00
2983,32,2,%usr,%sys,%idle
2984,32,2,100.00,0.00,0.00
2986,32,2,%usr,%sys,%idle
2987,32,2,100.00,0.00,0.00
2989,32,2,%usr,%sys,%idle
2990,32,2,100.00,0.00,0.00
2992,32,2,%usr,%sys,%idle
2993,32,2,100.00,0.00,0.00
2995,32,2,%usr,%sys,%idle
2996,32,2,100.00,0.00,0.00
2998,32,2,%usr,%sys,%idle
2999,32,2,100.00,0.00,0.00
3001,32,2,%usr,%sys,%idle
3002,32,2,100.00,0.00,0.00
3004,32,2,%usr,%sys,%idle
3005,32,2,100.00,0.00,0.00
3007,32,2,%usr,%sys,%idle
3008,32,2,100.00,0.00,0.00
3010,32,2,%usr,%sys,%idle
3011,32,2,100.00,0.00,0.00
3013,32,2,%usr,%sys,%idle
3014,32,2,100.00,0.00,0.00
3016,32,2,%usr,%sys,%idle
3017,32,2,100.00,0.00,0.00
3019,32,2,%usr,%sys,%idle
3020,32,2,100.00,0.00,0.00
3022,32,2,%usr,%sys,%idle
3023,32,2,100.00,0.00,0.00
3025,32,2,%usr,%sys,%idle
3026,32,2,100.00,0.00,0.00
3028,32,2,%usr,%sys,%idle
3029,32,2,100.00,0.00,0.00
3031,32,2,%usr,%sys,%idle
3032,32,2,100.00,0.00,0.00
3034,32,2,%usr,%sys,%idle
3035,32,2,100.00,0.00,0.00
3037,32,2,%usr,%sys,%idle
3038,32,2,100.00,0.00,0.00
3040,32,2,%usr,%sys,%idle
3041,32,2,100.00,0.00,0.00
3043,32,2,%usr,%sys,%idle
3044,32,2,100.00,0.00,0.00
3045,32,3,%usr,%sys,%idle
3046,32,3,93.00,0.00,7.00
3048,32,3,%usr,%sys,%idle
3049,32,3,100.00,0.00,0.00
3051,32,3,%usr,%sys,%idle
3052,32,3,100.00,0.00,0.00
3054,32,3,%usr,%sys,%idle
3055,32,3,100.00,0.00,0.00
3057,32,3,%usr,%sys,%idle
3058,32,3,100.00,0.00,0.00
3060,32,3,%usr,%sys,%idle
3061,32,3,100.00,0.00,0.00
3063,32,3,%usr,%sys,%idle
3064,32,3,100.00,0.00,0.00
3066,32,3,%usr,%sys,%idle
3067,32,3,100.00,0.00,0.00
3069,32,3,%usr,%sys,%idle
3070,32,3,100.00,0.00,0.00
3072,32,3,%usr,%sys,%idle
3073,32,3,100.00,0.00,0.00
3075,32,3,%usr,%sys,%idle
3076,32,3,100.00,0.00,0.00
3078,32,3,%usr,%sys,%idle
3079,32,3,100.00,0.00,0.00
3081,32,3,%usr,%sys,%idle
3082,32,3,100.00,0.00,0.00
3084,32,3,%usr,%sys,%idle
3085,32,3,100.00,0.00,0.00
3087,32,3,%usr,%sys,%idle
3088,32,3,100.00,0.00,0.00
3090,32,3,%usr,%sys,%idle
3091,32,3,100.00,0.00,0.00
3093,32,3,%usr,%sys,%idle
3094,32,3,100.00,0.00,0.00
3096,32,3,%usr,%sys,%idle
3097,32,3,100.00,0.00,0.00
3099,32,3,%usr,%sys,%idle
3100,32,3,100.00,0.00,0.00
3102,32,3,%usr,%sys,%idle
3103,32,3,100.00,0.00,0.00
3105,32,3,%usr,%sys,%idle
3106,32,3,100.00,0.00,0.00
3108,32,3,%usr,%sys,%idle
3109,32,3,100.00,0.00,0.00
3111,32,3,%usr,%sys,%idle
3112,32,3,100.00,0.00,0.00
3114,32,3,%usr,%sys,%idle
3115,32,3,100.00,0.00,0.00
3117,32,3,%usr,%sys,%idle
3118,32,3,100.00,0.00,0.00
3120,32,3,%usr,%sys,%idle
3121,32,3,100.00,0.00,0.00
3123,32,3,%usr,%sys,%idle
3124,32,3,100.00,0.00,0.00
3126,32,3,%usr,%sys,%idle
3127,32,3,100.00,0.00,0.00
3129,32,3,%usr,%sys,%idle
3130,32,3,100.00,0.00,0.00
3132,32,3,%usr,%sys,%idle
3133,32,3,100.00,0.00,0.00
3135,32,3,%usr,%sys,%idle
3136,32,3,100.00,0.00,0.00
3138,32,3,%usr,%sys,%idle
3139,32,3,100.00,0.00,0.00
3141,32,3,%usr,%sys,%idle
3142,32,3,100.00,0.00,0.00
3144,32,3,%usr,%sys,%idle
3145,32,3,100.00,0.00,0.00
3147,32,3,%usr,%sys,%idle
3148,32,3,100.00,0.00,0.00
3150,32,3,%usr,%sys,%idle
3151,32,3,100.00,0.00,0.00
3153,32,3,%usr,%sys,%idle
3154,32,3,100.00,0.00,0.00
3156,32,3,%usr,%sys,%idle
3157,32,3,100.00,0.00,0.00
3159,32,3,%usr,%sys,%idle
3160,32,3,100.00,0.00,0.00
3162,32,3,%usr,%sys,%idle
3163,32,3,100.00,0.00,0.00
3165,32,3,%usr,%sys,%idle
3166,32,3,100.00,0.00,0.00
3168,32,3,%usr,%sys,%idle
3169,32,3,100.00,0.00,0.00
3171,32,3,%usr,%sys,%idle
3172,32,3,100.00,0.00,0.00
3174,32,3,%usr,%sys,%idle
3175,32,3,100.00,0.00,0.00
3177,32,3,%usr,%sys,%idle
3178,32,3,100.00,0.00,0.00
3180,32,3,%usr,%sys,%idle
3181,32,3,100.00,0.00,0.00
3183,32,3,%usr,%sys,%idle
3184,32,3,100.00,0.00,0.00
3186,32,3,%usr,%sys,%idle
3187,32,3,100.00,0.00,0.00
3189,32,3,%usr,%sys,%idle
3190,32,3,100.00,0.00,0.00
3192,32,3,%usr,%sys,%idle
3193,32,3,100.00,0.00,0.00
3195,32,3,%usr,%sys,%idle
3196,32,3,100.00,0.00,0.00
3198,32,3,%usr,%sys,%idle
3199,32,3,100.00,0.00,0.00
3201,32,3,%usr,%sys,%idle
3202,32,3,100.00,0.00,0.00
3204,32,3,%usr,%sys,%idle
3205,32,3,100.00,0.00,0.00
3207,32,3,%usr,%sys,%idle
3208,32,3,100.00,0.00,0.00
3210,32,3,%usr,%sys,%idle
3211,32,3,100.00,0.00,0.00
3213,32,3,%usr,%sys,%idle
3214,32,3,100.00,0.00,0.00
3216,32,3,%usr,%sys,%idle
3217,32,3,100.00,0.00,0.00
3219,32,3,%usr,%sys,%idle
3220,32,3,100.00,0.00,0.00
3222,32,3,%usr,%sys,%idle
3223,32,3,100.00,0.00,0.00
3224,64,1,%usr,%sys,%idle
3225,64,1,93.00,0.00,7.00
3227,64,1,%usr,%sys,%idle
3228,64,1,100.00,0.00,0.00
3230,64,1,%usr,%sys,%idle
3231,64,1,100.00,0.00,0.00
3233,64,1,%usr,%sys,%idle
3234,64,1,100.00,0.00,0.00
3236,64,1,%usr,%sys,%idle
3237,64,1,100.00,0.00,0.00
3239,64,1,%usr,%sys,%idle
3240,64,1,100.00,0.00,0.00
3242,64,1,%usr,%sys,%idle
3243,64,1,100.00,0.00,0.00
3245,64,1,%usr,%sys,%idle
3246,64,1,100.00,0.00,0.00
3248,64,1,%usr,%sys,%idle
3249,64,1,100.00,0.00,0.00
3251,64,1,%usr,%sys,%idle
3252,64,1,100.00,0.00,0.00
3254,64,1,%usr,%sys,%idle
3255,64,1,100.00,0.00,0.00
3257,64,1,%usr,%sys,%idle
3258,64,1,100.00,0.00,0.00
3260,64,1,%usr,%sys,%idle
3261,64,1,100.00,0.00,0.00
3263,64,1,%usr,%sys,%idle
3264,64,1,100.00,0.00,0.00
3266,64,1,%usr,%sys,%idle
3267,64,1,100.00,0.00,0.00
3269,64,1,%usr,%sys,%idle
3270,64,1,100.00,0.00,0.00
3272,64,1,%usr,%sys,%idle
3273,64,1,100.00,0.00,0.00
3275,64,1,%usr,%sys,%idle
3276,64,1,100.00,0.00,0.00
3278,64,1,%usr,%sys,%idle
3279,64,1,100.00,0.00,0.00
3281,64,1,%usr,%sys,%idle
3282,64,1,100.00,0.00,0.00
3284,64,1,%usr,%sys,%idle
3285,64,1,100.00,0.00,0.00
3287,64,1,%usr,%sys,%idle
3288,64,1,100.00,0.00,0.00
3290,64,1,%usr,%sys,%idle
3291,64,1,100.00,0.00,0.00
3293,64,1,%usr,%sys,%idle
3294,64,1,100.00,0.00,0.00
3296,64,1,%usr,%sys,%idle
3297,64,1,100.00,0.00,0.00
3299,64,1,%usr,%sys,%idle
3300,64,1,100.00,0.00,0.00
3302,64,1,%usr,%sys,%idle
3303,64,1,100.00,0.00,0.00
3305,64,1,%usr,%sys,%idle
3306,64,1,100.00,0.00,0.00
3308,64,1,%usr,%sys,%idle
3309,64,1,100.00,0.00,0.00
3311,64,1,%usr,%sys,%idle
3312,64,1,100.00,0.00,0.00
3314,64,1,%usr,%sys,%idle
3315,64,1,100.00,0.00,0.00
3317,64,1,%usr,%sys,%idle
3318,64,1,100.00,0.00,0.00
3320,64,1,%usr,%sys,%idle
3321,64,1,100.00,0.00,0.00
3323,64,1,%usr,%sys,%idle
3324,64,1,100.00,0.00,0.00
3326,64,1,%usr,%sys,%idle
3327,64,1,100.00,0.00,0.00
3329,64,1,%usr,%sys,%idle
3330,64,1,100.00,0.00,0.00
3332,64,1,%usr,%sys,%idle
