time_sec,clients,run,cpu_usr,cpu_sys,cpu_idle
1140,4,1,100.00,0.00,0.00
1142,4,1,%usr,%sys,%idle
1143,4,1,100.00,0.00,0.00
1145,4,1,%usr,%sys,%idle
1146,4,1,100.00,0.00,0.00
1148,4,1,%usr,%sys,%idle
1149,4,1,100.00,0.00,0.00
1151,4,1,%usr,%sys,%idle
1152,4,1,100.00,0.00,0.00
1154,4,1,%usr,%sys,%idle
1155,4,1,100.00,0.00,0.00
1157,4,1,%usr,%sys,%idle
1158,4,1,100.00,0.00,0.00
1160,4,1,%usr,%sys,%idle
1161,4,1,100.00,0.00,0.00
1163,4,1,%usr,%sys,%idle
1164,4,1,100.00,0.00,0.00
1166,4,1,%usr,%sys,%idle
1167,4,1,100.00,0.00,0.00
1169,4,1,%usr,%sys,%idle
1170,4,1,100.00,0.00,0.00
1172,4,1,%usr,%sys,%idle
1173,4,1,100.00,0.00,0.00
1175,4,1,%usr,%sys,%idle
1176,4,1,100.00,0.00,0.00
1178,4,1,%usr,%sys,%idle
1179,4,1,100.00,0.00,0.00
1181,4,1,%usr,%sys,%idle
1182,4,1,100.00,0.00,0.00
1184,4,1,%usr,%sys,%idle
1185,4,1,100.00,0.00,0.00
1187,4,1,%usr,%sys,%idle
1188,4,1,100.00,0.00,0.00
1190,4,1,%usr,%sys,%idle
1191,4,1,100.00,0.00,0.00
1193,4,1,%usr,%sys,%idle
1194,4,1,100.00,0.00,0.00
1196,4,1,%usr,%sys,%idle
1197,4,1,100.00,0.00,0.00
1199,4,1,%usr,%sys,%idle
1200,4,1,100.00,0.00,0.00
1202,4,1,%usr,%sys,%idle
1203,4,1,100.00,0.00,0.00
1205,4,1,%usr,%sys,%idle
1206,4,1,100.00,0.00,0.00
1208,4,1,%usr,%sys,%idle
1209,4,1,100.00,0.00,0.00
1211,4,1,%usr,%sys,%idle
1212,4,1,100.00,0.00,0.00
1214,4,1,%usr,%sys,%idle
1215,4,1,100.00,0.00,0.00
1217,4,1,%usr,%sys,%idle
1218,4,1,100.00,0.00,0.00
1220,4,1,%usr,%sys,%idle
1221,4,1,100.00,0.00,0.00
1223,4,1,%usr,%sys,%idle
1224,4,1,100.00,0.00,0.00
1226,4,1,%usr,%sys,%idle
1227,4,1,100.00,0.00,0.00
1229,4,1,%usr,%sys,%idle
1230,4,1,100.00,0.00,0.00
1232,4,1,%usr,%sys,%idle
1233,4,1,100.00,0.00,0.00
1235,4,1,%usr,%sys,%idle
1236,4,1,100.00,0.00,0.00
1238,4,1,%usr,%sys,%idle
1239,4,1,100.00,0.00,0.00
1241,4,1,%usr,%sys,%idle
1242,4,1,100.00,0.00,0.00
1244,4,1,%usr,%sys,%idle
1245,4,1,100.00,0.00,0.00
1247,4,1,%usr,%sys,%idle
1248,4,1,100.00,0.00,0.00
1250,4,1,%usr,%sys,%idle
1251,4,1,100.00,0.00,0.00
1253,4,1,%usr,%sys,%idle
1254,4,1,100.00,0.00,0.00
1255,4,2,%usr,%sys,%idle
1256,4,2,93.00,0.00,7.00
1258,4,2,%usr,%sys,%idle
1259,4,2,100.00,0.00,0.00
1261,4,2,%usr,%sys,%idle
1262,4,2,100.00,0.00,0.00
1264,4,2,%usr,%sys,%idle
1265,4,2,100.00,0.00,0.00
1267,4,2,%usr,%sys,%idle
1268,4,2,100.00,0.00,0.00
1270,4,2,%usr,%sys,%idle
1271,4,2,100.00,0.00,0.00
1273,4,2,%usr,%sys,%idle
1274,4,2,100.00,0.00,0.00
1276,4,2,%usr,%sys,%idle
1277,4,2,100.00,0.00,0.00
1279,4,2,%usr,%sys,%idle
1280,4,2,100.00,0.00,0.00
1282,4,2,%usr,%sys,%idle
1283,4,2,100.00,0.00,0.00
1285,4,2,%usr,%sys,%idle
1286,4,2,100.00,0.00,0.00
1288,4,2,%usr,%sys,%idle
1289,4,2,100.00,0.00,0.00
1291,4,2,%usr,%sys,%idle
1292,4,2,100.00,0.00,0.00
1294,4,2,%usr,%sys,%idle
1295,4,2,100.00,0.00,0.00
1297,4,2,%usr,%sys,%idle
1298,4,2,100.00,0.00,0.00
1300,4,2,%usr,%sys,%idle
1301,4,2,100.00,0.00,0.00
1303,4,2,%usr,%sys,%idle
1304,4,2,100.00,0.00,0.00
1306,4,2,%usr,%sys,%idle
1307,4,2,100.00,0.00,0.00
1309,4,2,%usr,%sys,%idle
1310,4,2,100.00,0.00,0.00
1312,4,2,%usr,%sys,%idle
1313,4,2,100.00,0.00,0.00
1315,4,2,%usr,%sys,%idle
1316,4,2,100.00,0.00,0.00
1318,4,2,%usr,%sys,%idle
1319,4,2,100.00,0.00,0.00
1321,4,2,%usr,%sys,%idle
1322,4,2,100.00,0.00,0.00
1324,4,2,%usr,%sys,%idle
1325,4,2,100.00,0.00,0.00
1327,4,2,%usr,%sys,%idle
1328,4,2,100.00,0.00,0.00
1330,4,2,%usr,%sys,%idle
1331,4,2,100.00,0.00,0.00
1333,4,2,%usr,%sys,%idle
1334,4,2,100.00,0.00,0.00
1336,4,2,%usr,%sys,%idle
1337,4,2,100.00,0.00,0.00
1339,4,2,%usr,%sys,%idle
1340,4,2,100.00,0.00,0.00
1342,4,2,%usr,%sys,%idle
1343,4,2,100.00,0.00,0.00
1345,4,2,%usr,%sys,%idle
1346,4,2,100.00,0.00,0.00
1348,4,2,%usr,%sys,%idle
1349,4,2,100.00,0.00,0.00
1351,4,2,%usr,%sys,%idle
1352,4,2,100.00,0.00,0.00
1354,4,2,%usr,%sys,%idle
1355,4,2,100.00,0.00,0.00
1357,4,2,%usr,%sys,%idle
1358,4,2,100.00,0.00,0.00
1360,4,2,%usr,%sys,%idle
1361,4,2,100.00,0.00,0.00
1363,4,2,%usr,%sys,%idle
1364,4,2,100.00,0.00,0.00
1366,4,2,%usr,%sys,%idle
1367,4,2,100.00,0.00,0.00
1369,4,2,%usr,%sys,%idle
1370,4,2,100.00,0.00,0.00
1372,4,2,%usr,%sys,%idle
1373,4,2,100.00,0.00,0.00
1375,4,2,%usr,%sys,%idle
1376,4,2,100.00,0.00,0.00
1378,4,2,%usr,%sys,%idle
1379,4,2,100.00,0.00,0.00
1381,4,2,%usr,%sys,%idle
1382,4,2,100.00,0.00,0.00
1384,4,2,%usr,%sys,%idle
1385,4,2,100.00,0.00,0.00
1387,4,2,%usr,%sys,%idle
1388,4,2,100.00,0.00,0.00
1390,4,2,%usr,%sys,%idle
1391,4,2,100.00,0.00,0.00
1393,4,2,%usr,%sys,%idle
1394,4,2,100.00,0.00,0.00
1396,4,2,%usr,%sys,%idle
1397,4,2,100.00,0.00,0.00
1399,4,2,%usr,%sys,%idle
1400,4,2,100.00,0.00,0.00
1402,4,2,%usr,%sys,%idle
1403,4,2,100.00,0.00,0.00
1405,4,2,%usr,%sys,%idle
1406,4,2,100.00,0.00,0.00
1408,4,2,%usr,%sys,%idle
1409,4,2,100.00,0.00,0.00
1411,4,2,%usr,%sys,%idle
1412,4,2,100.00,0.00,0.00
1414,4,2,%usr,%sys,%idle
1415,4,2,100.00,0.00,0.00
1417,4,2,%usr,%sys,%idle
1418,4,2,100.00,0.00,0.00
1420,4,2,%usr,%sys,%idle
1421,4,2,100.00,0.00,0.00
1423,4,2,%usr,%sys,%idle
1424,4,2,100.00,0.00,0.00
1426,4,2,%usr,%sys,%idle
1427,4,2,100.00,0.00,0.00
1429,4,2,%usr,%sys,%idle
1430,4,2,100.00,0.00,0.00
1432,4,2,%usr,%sys,%idle
1433,4,2,100.00,0.00,0.00
1434,4,3,%usr,%sys,%idle
1435,4,3,92.08,0.00,7.92
1437,4,3,%usr,%sys,%idle
1438,4,3,100.00,0.00,0.00
1440,4,3,%usr,%sys,%idle
1441,4,3,100.00,0.00,0.00
1443,4,3,%usr,%sys,%idle
1444,4,3,100.00,0.00,0.00
1446,4,3,%usr,%sys,%idle
1447,4,3,100.00,0.00,0.00
1449,4,3,%usr,%sys,%idle
1450,4,3,100.00,0.00,0.00
1452,4,3,%usr,%sys,%idle
1453,4,3,100.00,0.00,0.00
1455,4,3,%usr,%sys,%idle
1456,4,3,100.00,0.00,0.00
1458,4,3,%usr,%sys,%idle
1459,4,3,100.00,0.00,0.00
1461,4,3,%usr,%sys,%idle
1462,4,3,100.00,0.00,0.00
1464,4,3,%usr,%sys,%idle
1465,4,3,100.00,0.00,0.00
1467,4,3,%usr,%sys,%idle
1468,4,3,100.00,0.00,0.00
1470,4,3,%usr,%sys,%idle
1471,4,3,100.00,0.00,0.00
1473,4,3,%usr,%sys,%idle
1474,4,3,100.00,0.00,0.00
1476,4,3,%usr,%sys,%idle
1477,4,3,100.00,0.00,0.00
1479,4,3,%usr,%sys,%idle
1480,4,3,100.00,0.00,0.00
1482,4,3,%usr,%sys,%idle
1483,4,3,100.00,0.00,0.00
1485,4,3,%usr,%sys,%idle
1486,4,3,100.00,0.00,0.00
1488,4,3,%usr,%sys,%idle
1489,4,3,100.00,0.00,0.00
1491,4,3,%usr,%sys,%idle
1492,4,3,100.00,0.00,0.00
1494,4,3,%usr,%sys,%idle
1495,4,3,100.00,0.00,0.00
1497,4,3,%usr,%sys,%idle
1498,4,3,100.00,0.00,0.00
1500,4,3,%usr,%sys,%idle
1501,4,3,100.00,0.00,0.00
1503,4,3,%usr,%sys,%idle
1504,4,3,100.00,0.00,0.00
1506,4,3,%usr,%sys,%idle
1507,4,3,100.00,0.00,0.00
1509,4,3,%usr,%sys,%idle
1510,4,3,100.00,0.00,0.00
1512,4,3,%usr,%sys,%idle
1513,4,3,100.00,0.00,0.00
1515,4,3,%usr,%sys,%idle
1516,4,3,100.00,0.00,0.00
1518,4,3,%usr,%sys,%idle
1519,4,3,100.00,0.00,0.00
1521,4,3,%usr,%sys,%idle
1522,4,3,100.00,0.00,0.00
1524,4,3,%usr,%sys,%idle
1525,4,3,100.00,0.00,0.00
1527,4,3,%usr,%sys,%idle
1528,4,3,100.00,0.00,0.00
1530,4,3,%usr,%sys,%idle
1531,4,3,100.00,0.00,0.00
1533,4,3,%usr,%sys,%idle
1534,4,3,100.00,0.00,0.00
1536,4,3,%usr,%sys,%idle
1537,4,3,100.00,0.00,0.00
1539,4,3,%usr,%sys,%idle
1540,4,3,100.00,0.00,0.00
1542,4,3,%usr,%sys,%idle
1543,4,3,100.00,0.00,0.00
1545,4,3,%usr,%sys,%idle
1546,4,3,100.00,0.00,0.00
1548,4,3,%usr,%sys,%idle
1549,4,3,100.00,0.00,0.00
1551,4,3,%usr,%sys,%idle
1552,4,3,100.00,0.00,0.00
1554,4,3,%usr,%sys,%idle
1555,4,3,100.00,0.00,0.00
1557,4,3,%usr,%sys,%idle
1558,4,3,100.00,0.00,0.00
1560,4,3,%usr,%sys,%idle
1561,4,3,100.00,0.00,0.00
1563,4,3,%usr,%sys,%idle
1564,4,3,100.00,0.00,0.00
1566,4,3,%usr,%sys,%idle
1567,4,3,100.00,0.00,0.00
1569,4,3,%usr,%sys,%idle
1570,4,3,100.00,0.00,0.00
1572,4,3,%usr,%sys,%idle
1573,4,3,100.00,0.00,0.00
1575,4,3,%usr,%sys,%idle
1576,4,3,100.00,0.00,0.00
1578,4,3,%usr,%sys,%idle
1579,4,3,100.00,0.00,0.00
1581,4,3,%usr,%sys,%idle
1582,4,3,100.00,0.00,0.00
1584,4,3,%usr,%sys,%idle
1585,4,3,100.00,0.00,0.00
1587,4,3,%usr,%sys,%idle
1588,4,3,100.00,0.00,0.00
1590,4,3,%usr,%sys,%idle
1591,4,3,100.00,0.00,0.00
1593,4,3,%usr,%sys,%idle
1594,4,3,100.00,0.00,0.00
1596,4,3,%usr,%sys,%idle
1597,4,3,100.00,0.00,0.00
1599,4,3,%usr,%sys,%idle
1600,4,3,100.00,0.00,0.00
1602,4,3,%usr,%sys,%idle
1603,4,3,100.00,0.00,0.00
1605,4,3,%usr,%sys,%idle
1606,4,3,100.00,0.00,0.00
1608,4,3,%usr,%sys,%idle
1609,4,3,100.00,0.00,0.00
1611,4,3,%usr,%sys,%idle
1612,4,3,100.00,0.00,0.00
1613,8,1,%usr,%sys,%idle
1614,8,1,92.93,0.00,7.07
1616,8,1,%usr,%sys,%idle
1617,8,1,100.00,0.00,0.00
1619,8,1,%usr,%sys,%idle
1620,8,1,100.00,0.00,0.00
1622,8,1,%usr,%sys,%idle
1623,8,1,100.00,0.00,0.00
1625,8,1,%usr,%sys,%idle
1626,8,1,100.00,0.00,0.00
1628,8,1,%usr,%sys,%idle
1629,8,1,100.00,0.00,0.00
1631,8,1,%usr,%sys,%idle
1632,8,1,100.00,0.00,0.00
1634,8,1,%usr,%sys,%idle
1635,8,1,100.00,0.00,0.00
1637,8,1,%usr,%sys,%idle
1638,8,1,100.00,0.00,0.00
1640,8,1,%usr,%sys,%idle
1641,8,1,100.00,0.00,0.00
1643,8,1,%usr,%sys,%idle
1644,8,1,100.00,0.00,0.00
1646,8,1,%usr,%sys,%idle
1647,8,1,100.00,0.00,0.00
1649,8,1,%usr,%sys,%idle
1650,8,1,100.00,0.00,0.00
1652,8,1,%usr,%sys,%idle
1653,8,1,100.00,0.00,0.00
1655,8,1,%usr,%sys,%idle
1656,8,1,100.00,0.00,0.00
1658,8,1,%usr,%sys,%idle
1659,8,1,100.00,0.00,0.00
1661,8,1,%usr,%sys,%idle
1662,8,1,100.00,0.00,0.00
1664,8,1,%usr,%sys,%idle
1665,8,1,100.00,0.00,0.00
1667,8,1,%usr,%sys,%idle
1668,8,1,100.00,0.00,0.00
1670,8,1,%usr,%sys,%idle
1671,8,1,100.00,0.00,0.00
1673,8,1,%usr,%sys,%idle
1674,8,1,100.00,0.00,0.00
1676,8,1,%usr,%sys,%idle
1677,8,1,100.00,0.00,0.00
1679,8,1,%usr,%sys,%idle
1680,8,1,100.00,0.00,0.00
1682,8,1,%usr,%sys,%idle
1683,8,1,100.00,0.00,0.00
1685,8,1,%usr,%sys,%idle
1686,8,1,100.00,0.00,0.00
1688,8,1,%usr,%sys,%idle
1689,8,1,100.00,0.00,0.00
1691,8,1,%usr,%sys,%idle
1692,8,1,100.00,0.00,0.00
1694,8,1,%usr,%sys,%idle
1695,8,1,100.00,0.00,0.00
1697,8,1,%usr,%sys,%idle
1698,8,1,100.00,0.00,0.00
1700,8,1,%usr,%sys,%idle
1701,8,1,100.00,0.00,0.00
1703,8,1,%usr,%sys,%idle
1704,8,1,100.00,0.00,0.00
1706,8,1,%usr,%sys,%idle
1707,8,1,100.00,0.00,0.00
1709,8,1,%usr,%sys,%idle
1710,8,1,100.00,0.00,0.00
1712,8,1,%usr,%sys,%idle
1713,8,1,100.00,0.00,0.00
1715,8,1,%usr,%sys,%idle
1716,8,1,100.00,0.00,0.00
1718,8,1,%usr,%sys,%idle
1719,8,1,100.00,0.00,0.00
1721,8,1,%usr,%sys,%idle
1722,8,1,100.00,0.00,0.00
1724,8,1,%usr,%sys,%idle
1725,8,1,100.00,0.00,0.00
1727,8,1,%usr,%sys,%idle
1728,8,1,100.00,0.00,0.00
1730,8,1,%usr,%sys,%idle
1731,8,1,100.00,0.00,0.00
1733,8,1,%usr,%sys,%idle
1734,8,1,100.00,0.00,0.00
1736,8,1,%usr,%sys,%idle
1737,8,1,100.00,0.00,0.00
1739,8,1,%usr,%sys,%idle
1740,8,1,100.00,0.00,0.00
1742,8,1,%usr,%sys,%idle
1743,8,1,100.00,0.00,0.00
1745,8,1,%usr,%sys,%idle
1746,8,1,100.00,0.00,0.00
1748,8,1,%usr,%sys,%idle
1749,8,1,100.00,0.00,0.00
1751,8,1,%usr,%sys,%idle
1752,8,1,100.00,0.00,0.00
1754,8,1,%usr,%sys,%idle
1755,8,1,100.00,0.00,0.00
1757,8,1,%usr,%sys,%idle
1758,8,1,100.00,0.00,0.00
1760,8,1,%usr,%sys,%idle
1761,8,1,100.00,0.00,0.00
1763,8,1,%usr,%sys,%idle
1764,8,1,100.00,0.00,0.00
1766,8,1,%usr,%sys,%idle
1767,8,1,100.00,0.00,0.00
1769,8,1,%usr,%sys,%idle
1770,8,1,100.00,0.00,0.00
1772,8,1,%usr,%sys,%idle
1773,8,1,100.00,0.00,0.00
1775,8,1,%usr,%sys,%idle
1776,8,1,100.00,0.00,0.00
1778,8,1,%usr,%sys,%idle
1779,8,1,100.00,0.00,0.00
1781,8,1,%usr,%sys,%idle
1782,8,1,100.00,0.00,0.00
1784,8,1,%usr,%sys,%idle
1785,8,1,100.00,0.00,0.00
1787,8,1,%usr,%sys,%idle
1788,8,1,100.00,0.00,0.00
1790,8,1,%usr,%sys,%idle
1791,8,1,100.00,0.00,0.00
1792,8,2,%usr,%sys,%idle
1793,8,2,92.08,0.00,7.92
1795,8,2,%usr,%sys,%idle
1796,8,2,100.00,0.00,0.00
1798,8,2,%usr,%sys,%idle
1799,8,2,100.00,0.00,0.00
1801,8,2,%usr,%sys,%idle
1802,8,2,100.00,0.00,0.00
1804,8,2,%usr,%sys,%idle
1805,8,2,100.00,0.00,0.00
1807,8,2,%usr,%sys,%idle
1808,8,2,100.00,0.00,0.00
1810,8,2,%usr,%sys,%idle
1811,8,2,100.00,0.00,0.00
1813,8,2,%usr,%sys,%idle
1814,8,2,100.00,0.00,0.00
1816,8,2,%usr,%sys,%idle
1817,8,2,100.00,0.00,0.00
1819,8,2,%usr,%sys,%idle
1820,8,2,100.00,0.00,0.00
1822,8,2,%usr,%sys,%idle
1823,8,2,100.00,0.00,0.00
1825,8,2,%usr,%sys,%idle
1826,8,2,100.00,0.00,0.00
1828,8,2,%usr,%sys,%idle
1829,8,2,100.00,0.00,0.00
1831,8,2,%usr,%sys,%idle
1832,8,2,100.00,0.00,0.00
1834,8,2,%usr,%sys,%idle
1835,8,2,100.00,0.00,0.00
1837,8,2,%usr,%sys,%idle
1838,8,2,100.00,0.00,0.00
1840,8,2,%usr,%sys,%idle
1841,8,2,100.00,0.00,0.00
1843,8,2,%usr,%sys,%idle
1844,8,2,100.00,0.00,0.00
1846,8,2,%usr,%sys,%idle
1847,8,2,100.00,0.00,0.00
1849,8,2,%usr,%sys,%idle
1850,8,2,100.00,0.00,0.00
1852,8,2,%usr,%sys,%idle
1853,8,2,100.00,0.00,0.00
1855,8,2,%usr,%sys,%idle
1856,8,2,100.00,0.00,0.00
1858,8,2,%usr,%sys,%idle
1859,8,2,100.00,0.00,0.00
1861,8,2,%usr,%sys,%idle
1862,8,2,100.00,0.00,0.00
1864,8,2,%usr,%sys,%idle
1865,8,2,100.00,0.00,0.00
1867,8,2,%usr,%sys,%idle
1868,8,2,100.00,0.00,0.00
1870,8,2,%usr,%sys,%idle
1871,8,2,100.00,0.00,0.00
1873,8,2,%usr,%sys,%idle
1874,8,2,100.00,0.00,0.00
1876,8,2,%usr,%sys,%idle
1877,8,2,100.00,0.00,0.00
1879,8,2,%usr,%sys,%idle
1880,8,2,100.00,0.00,0.00
1882,8,2,%usr,%sys,%idle
1883,8,2,100.00,0.00,0.00
1885,8,2,%usr,%sys,%idle
1886,8,2,100.00,0.00,0.00
1888,8,2,%usr,%sys,%idle
1889,8,2,100.00,0.00,0.00
1891,8,2,%usr,%sys,%idle
1892,8,2,100.00,0.00,0.00
1894,8,2,%usr,%sys,%idle
1895,8,2,100.00,0.00,0.00
1897,8,2,%usr,%sys,%idle
1898,8,2,100.00,0.00,0.00
1900,8,2,%usr,%sys,%idle
1901,8,2,100.00,0.00,0.00
1903,8,2,%usr,%sys,%idle
1904,8,2,100.00,0.00,0.00
1906,8,2,%usr,%sys,%idle
1907,8,2,100.00,0.00,0.00
1909,8,2,%usr,%sys,%idle
1910,8,2,100.00,0.00,0.00
1912,8,2,%usr,%sys,%idle
1913,8,2,100.00,0.00,0.00
1915,8,2,%usr,%sys,%idle
1916,8,2,100.00,0.00,0.00
1918,8,2,%usr,%sys,%idle
1919,8,2,100.00,0.00,0.00
1921,8,2,%usr,%sys,%idle
1922,8,2,100.00,0.00,0.00
1924,8,2,%usr,%sys,%idle
1925,8,2,100.00,0.00,0.00
1927,8,2,%usr,%sys,%idle
1928,8,2,100.00,0.00,0.00
1930,8,2,%usr,%sys,%idle
1931,8,2,100.00,0.00,0.00
1933,8,2,%usr,%sys,%idle
1934,8,2,100.00,0.00,0.00
1936,8,2,%usr,%sys,%idle
1937,8,2,100.00,0.00,0.00
1939,8,2,%usr,%sys,%idle
1940,8,2,100.00,0.00,0.00
1942,8,2,%usr,%sys,%idle
1943,8,2,100.00,0.00,0.00
1945,8,2,%usr,%sys,%idle
1946,8,2,100.00,0.00,0.00
1948,8,2,%usr,%sys,%idle
1949,8,2,100.00,0.00,0.00
1951,8,2,%usr,%sys,%idle
1952,8,2,100.00,0.00,0.00
1954,8,2,%usr,%sys,%idle
1955,8,2,100.00,0.00,0.00
1957,8,2,%usr,%sys,%idle
1958,8,2,100.00,0.00,0.00
1960,8,2,%usr,%sys,%idle
1961,8,2,100.00,0.00,0.00
1963,8,2,%usr,%sys,%idle
1964,8,2,100.00,0.00,0.00
1966,8,2,%usr,%sys,%idle
1967,8,2,100.00,0.00,0.00
1969,8,2,%usr,%sys,%idle
1970,8,2,100.00,0.00,0.00
1971,8,3,%usr,%sys,%idle
1972,8,3,92.08,0.00,7.92
1974,8,3,%usr,%sys,%idle
1975,8,3,100.00,0.00,0.00
1977,8,3,%usr,%sys,%idle
1978,8,3,100.00,0.00,0.00
1980,8,3,%usr,%sys,%idle
1981,8,3,100.00,0.00,0.00
1983,8,3,%usr,%sys,%idle
1984,8,3,100.00,0.00,0.00
1986,8,3,%usr,%sys,%idle
1987,8,3,100.00,0.00,0.00
1989,8,3,%usr,%sys,%idle
1990,8,3,100.00,0.00,0.00
1992,8,3,%usr,%sys,%idle
1993,8,3,100.00,0.00,0.00
1995,8,3,%usr,%sys,%idle
1996,8,3,100.00,0.00,0.00
1998,8,3,%usr,%sys,%idle
1999,8,3,100.00,0.00,0.00
2001,8,3,%usr,%sys,%idle
2002,8,3,100.00,0.00,0.00
2004,8,3,%usr,%sys,%idle
2005,8,3,100.00,0.00,0.00
2007,8,3,%usr,%sys,%idle
2008,8,3,100.00,0.00,0.00
2010,8,3,%usr,%sys,%idle
2011,8,3,100.00,0.00,0.00
2013,8,3,%usr,%sys,%idle
2014,8,3,100.00,0.00,0.00
2016,8,3,%usr,%sys,%idle
2017,8,3,100.00,0.00,0.00
2019,8,3,%usr,%sys,%idle
2020,8,3,100.00,0.00,0.00
2022,8,3,%usr,%sys,%idle
2023,8,3,100.00,0.00,0.00
2025,8,3,%usr,%sys,%idle
2026,8,3,100.00,0.00,0.00
2028,8,3,%usr,%sys,%idle
2029,8,3,100.00,0.00,0.00
2031,8,3,%usr,%sys,%idle
2032,8,3,100.00,0.00,0.00
2034,8,3,%usr,%sys,%idle
2035,8,3,100.00,0.00,0.00
2037,8,3,%usr,%sys,%idle
2038,8,3,100.00,0.00,0.00
2040,8,3,%usr,%sys,%idle
2041,8,3,100.00,0.00,0.00
2043,8,3,%usr,%sys,%idle
2044,8,3,100.00,0.00,0.00
2046,8,3,%usr,%sys,%idle
2047,8,3,100.00,0.00,0.00
2049,8,3,%usr,%sys,%idle
2050,8,3,100.00,0.00,0.00
2052,8,3,%usr,%sys,%idle
2053,8,3,100.00,0.00,0.00
2055,8,3,%usr,%sys,%idle
2056,8,3,100.00,0.00,0.00
2058,8,3,%usr,%sys,%idle
2059,8,3,100.00,0.00,0.00
2061,8,3,%usr,%sys,%idle
2062,8,3,100.00,0.00,0.00
2064,8,3,%usr,%sys,%idle
2065,8,3,100.00,0.00,0.00
2067,8,3,%usr,%sys,%idle
2068,8,3,100.00,0.00,0.00
2070,8,3,%usr,%sys,%idle
2071,8,3,100.00,0.00,0.00
2073,8,3,%usr,%sys,%idle
2074,8,3,100.00,0.00,0.00
2076,8,3,%usr,%sys,%idle
2077,8,3,100.00,0.00,0.00
2079,8,3,%usr,%sys,%idle
2080,8,3,100.00,0.00,0.00
2082,8,3,%usr,%sys,%idle
2083,8,3,100.00,0.00,0.00
2085,8,3,%usr,%sys,%idle
2086,8,3,100.00,0.00,0.00
2088,8,3,%usr,%sys,%idle
2089,8,3,100.00,0.00,0.00
2091,8,3,%usr,%sys,%idle
2092,8,3,100.00,0.00,0.00
2094,8,3,%usr,%sys,%idle
2095,8,3,100.00,0.00,0.00
2097,8,3,%usr,%sys,%idle
2098,8,3,100.00,0.00,0.00
2100,8,3,%usr,%sys,%idle
2101,8,3,100.00,0.00,0.00
2103,8,3,%usr,%sys,%idle
2104,8,3,100.00,0.00,0.00
2106,8,3,%usr,%sys,%idle
2107,8,3,100.00,0.00,0.00
2109,8,3,%usr,%sys,%idle
2110,8,3,100.00,0.00,0.00
2112,8,3,%usr,%sys,%idle
2113,8,3,100.00,0.00,0.00
2115,8,3,%usr,%sys,%idle
2116,8,3,100.00,0.00,0.00
2118,8,3,%usr,%sys,%idle
2119,8,3,100.00,0.00,0.00
2121,8,3,%usr,%sys,%idle
2122,8,3,100.00,0.00,0.00
2124,8,3,%usr,%sys,%idle
2125,8,3,100.00,0.00,0.00
2127,8,3,%usr,%sys,%idle
2128,8,3,100.00,0.00,0.00
2130,8,3,%usr,%sys,%idle
2131,8,3,100.00,0.00,0.00
2133,8,3,%usr,%sys,%idle
2134,8,3,100.00,0.00,0.00
2136,8,3,%usr,%sys,%idle
2137,8,3,100.00,0.00,0.00
2139,8,3,%usr,%sys,%idle
2140,8,3,100.00,0.00,0.00
2142,8,3,%usr,%sys,%idle
2143,8,3,100.00,0.00,0.00
2145,8,3,%usr,%sys,%idle
2146,8,3,100.00,0.00,0.00
2148,8,3,%usr,%sys,%idle
2149,8,3,100.00,0.00,0.00
2150,16,1,%usr,%sys,%idle
2151,16,1,93.07,0.00,6.93
2153,16,1,%usr,%sys,%idle
2154,16,1,100.00,0.00,0.00
2156,16,1,%usr,%sys,%idle
2157,16,1,100.00,0.00,0.00
2159,16,1,%usr,%sys,%idle
2160,16,1,100.00,0.00,0.00
2162,16,1,%usr,%sys,%idle
2163,16,1,100.00,0.00,0.00
2165,16,1,%usr,%sys,%idle
2166,16,1,100.00,0.00,0.00
2168,16,1,%usr,%sys,%idle
2169,16,1,100.00,0.00,0.00
2171,16,1,%usr,%sys,%idle
2172,16,1,100.00,0.00,0.00
2174,16,1,%usr,%sys,%idle
2175,16,1,100.00,0.00,0.00
2177,16,1,%usr,%sys,%idle
2178,16,1,100.00,0.00,0.00
2180,16,1,%usr,%sys,%idle
2181,16,1,100.00,0.00,0.00
2183,16,1,%usr,%sys,%idle
2184,16,1,100.00,0.00,0.00
2186,16,1,%usr,%sys,%idle
2187,16,1,100.00,0.00,0.00
2189,16,1,%usr,%sys,%idle
2190,16,1,100.00,0.00,0.00
2192,16,1,%usr,%sys,%idle
2193,16,1,100.00,0.00,0.00
2195,16,1,%usr,%sys,%idle
2196,16,1,100.00,0.00,0.00
2198,16,1,%usr,%sys,%idle
2199,16,1,100.00,0.00,0.00
2201,16,1,%usr,%sys,%idle
2202,16,1,100.00,0.00,0.00
2204,16,1,%usr,%sys,%idle
2205,16,1,100.00,0.00,0.00
2207,16,1,%usr,%sys,%idle
2208,16,1,100.00,0.00,0.00
2210,16,1,%usr,%sys,%idle
2211,16,1,100.00,0.00,0.00
2213,16,1,%usr,%sys,%idle
2214,16,1,100.00,0.00,0.00
2216,16,1,%usr,%sys,%idle
2217,16,1,100.00,0.00,0.00
2219,16,1,%usr,%sys,%idle
2220,16,1,100.00,0.00,0.00
2222,16,1,%usr,%sys,%idle
2223,16,1,100.00,0.00,0.00
2225,16,1,%usr,%sys,%idle
2226,16,1,100.00,0.00,0.00
2228,16,1,%usr,%sys,%idle
2229,16,1,100.00,0.00,0.00
2231,16,1,%usr,%sys,%idle
2232,16,1,100.00,0.00,0.00
2234,16,1,%usr,%sys,%idle
2235,16,1,100.00,0.00,0.00
