clients,queue_size,run,client_id,avg_latency_ns,p50_latency_ns,p99_latency_ns
16,2,3,8,2027.8,2037.35,2423.73
16,2,3,9,2083.72,2095.53,2475.55
16,2,3,10,2009.17,2020.08,2401.91
16,2,3,11,2058.26,2069.17,2451
16,2,3,12,2092.35,2106.44,2492.82
16,2,3,13,2058.26,2070.08,2458.28
16,2,3,14,2024.17,2037.35,2434.64
16,2,3,15,2054.17,2064.62,2464.64
32,2,1,0,7818.91,7562.99,9258.51
32,2,1,1,7870.28,7562.99,9252.14
32,2,1,2,7067.07,7532.08,9223.05
32,2,1,3,7162.07,7620.27,9298.51
32,2,1,4,7149.34,7647.54,9271.24
32,2,1,5,7395.71,7846.64,9522.15
32,2,1,6,7119.34,7593.9,9226.69
32,2,1,7,7195.25,7675.72,9323.06
32,2,1,8,7250.71,7740.27,9389.42
32,2,1,9,7245.25,7720.27,9425.79
32,2,1,10,7171.62,7653,9343.96
32,2,1,11,7327.08,7819.37,9523.06
32,2,1,12,7220.25,7694.82,9338.51
32,2,1,13,7167.98,7611.18,9276.69
32,2,1,14,7241.62,7739.36,9434.88
32,2,1,15,7211.62,7699.36,9339.42
32,2,1,16,7205.25,7677.54,9358.51
32,2,1,17,7240.71,7723.91,9405.79
32,2,1,18,7165.71,7655.72,9317.6
32,2,1,19,7234.8,7713,9366.69
32,2,1,20,7144.34,7624.81,9247.6
32,2,1,21,7170.25,7638.45,9310.33
32,2,1,22,7197.98,7661.18,9321.24
32,2,1,23,7292.98,7783,9383.97
32,2,1,24,7152.52,7636.63,9260.33
32,2,1,25,7319.35,7809.37,9473.06
32,2,1,26,7150.25,7630.27,9300.33
32,2,1,27,7313.44,7799.37,9517.61
32,2,1,28,7156.16,7633,9347.6
32,2,1,29,7237.98,7719.36,9376.69
32,2,1,30,7200.71,7700.27,9392.15
32,2,1,31,7310.26,7800.27,9525.79
32,2,2,0,7748.91,7605.73,9469.43
32,2,2,1,7830.73,7700.27,9490.34
32,2,2,2,6997.98,7555.72,9334.88
32,2,2,3,7116.16,7676.64,9550.34
32,2,2,4,7091.62,7657.55,9430.34
32,2,2,5,7252.08,7820.28,9663.07
32,2,2,6,7155.25,7695.73,9490.34
32,2,2,7,7131.16,7684.82,9513.97
32,2,2,8,7178.89,7764.82,9526.7
32,2,2,9,7198.89,7767.55,9595.8
32,2,2,10,7115.71,7674.82,9489.43
32,2,2,11,7095.25,7653,9478.52
32,2,2,12,7075.71,7639.36,9492.16
32,2,2,13,7225.71,7790.28,9603.98
32,2,2,14,7102.53,7671.18,9445.79
32,2,2,15,7273.9,7868.46,9643.98
32,2,2,16,7089.34,7657.55,9479.43
32,2,2,17,7153.89,7716.64,9533.98
32,2,2,18,7192.53,7772.09,9548.52
32,2,2,19,7122.07,7703.91,9520.34
32,2,2,20,7052.98,7596.63,9426.7
32,2,2,21,7282.08,7881.19,9682.16
32,2,2,22,7072.52,7642.09,9447.61
32,2,2,23,7119.8,7676.64,9534.88
32,2,2,24,7193.89,7777.55,9620.34
32,2,2,25,7228.44,7806.64,9599.43
32,2,2,26,7207.98,7799.37,9564.89
32,2,2,27,7129.8,7691.18,9481.25
32,2,2,28,7090.71,7659.36,9508.52
32,2,2,29,7181.16,7755.73,9548.52
32,2,2,30,7095.71,7625.73,9437.61
32,2,2,31,7162.98,7728.46,9524.88
32,2,3,0,6290.72,5224.77,8650.36
32,2,3,1,5828.88,5422.05,8818.55
32,2,3,2,5772.06,5378.41,8856.74
32,2,3,3,5878.43,5492.96,8997.65
32,2,3,4,5817.52,5409.32,8931.29
32,2,3,5,5762.97,5402.95,8784.92
32,2,3,6,5776.15,5337.5,8828.55
32,2,3,7,5786.15,5384.77,8817.64
32,2,3,8,5718.88,5337.5,8780.37
32,2,3,9,5892.07,5471.14,9030.38
32,2,3,10,5829.34,5430.23,8961.29
32,2,3,11,5768.42,5375.68,8810.37
32,2,3,12,5736.15,5354.77,8780.37
32,2,3,13,5812.97,5427.5,8934.92
32,2,3,14,5734.33,5340.22,8771.28
32,2,3,15,5802.06,5404.77,8878.56
32,2,3,16,5761.15,5354.77,8815.83
32,2,3,17,5796.61,5419.32,8874.01
32,2,3,18,5811.61,5382.95,8847.65
32,2,3,19,5787.06,5378.41,8856.74
32,2,3,20,5674.78,5303.86,8714.91
32,2,3,21,5867.52,5475.69,8944.01
32,2,3,22,5759.33,5352.04,8839.46
32,2,3,23,5797.06,5405.68,8875.83
32,2,3,24,5805.7,5405.68,8927.65
32,2,3,25,5816.61,5433.87,8909.47
32,2,3,26,5739.79,5352.04,8824.92
32,2,3,27,5830.7,5369.32,8790.37
32,2,3,28,5729.79,5293.86,8714
32,2,3,29,5900.7,5513.87,9004.92
32,2,3,30,5762.52,5391.14,8813.1
32,2,3,31,5789.79,5388.41,8874.92
64,2,1,0,32121.1,27134.6,28951
64,2,1,1,32453.4,27121,29429.2
64,2,1,2,32525.2,27340.1,29295.6
64,2,1,3,26292.3,26595.5,28705.6
64,2,1,4,26774.1,27093.7,29261
64,2,1,5,27018.2,27377.3,29430.1
64,2,1,6,26575.9,26845.5,29495.6
64,2,1,7,26527.3,26845.5,28828.3
64,2,1,8,26511.4,26747.3,29345.6
64,2,1,9,26461.4,26761.9,28962.8
64,2,1,10,26553.7,26787.3,29547.4
64,2,1,11,26420,26636.4,29171
64,2,1,12,26554.1,26792.8,29279.2
64,2,1,13,27076,27347.3,29401
64,2,1,14,26972.3,27251.9,29781
64,2,1,15,26285.5,26535.5,28904.7
64,2,1,16,26861.4,27180,29282.8
64,2,1,17,26690.9,26982.8,30102.9
64,2,1,18,27008.2,27326.4,29602.9
64,2,1,19,27061,27401.9,29572.9
64,2,1,20,26348.2,26635.5,28782.8
64,2,1,21,26793.7,27085.5,29864.7
64,2,1,22,26483.7,26769.1,29069.2
64,2,1,23,26435.9,26713.7,28676.5
64,2,1,24,26734.6,27085.5,29066.5
64,2,1,25,26855.5,27056.4,29280.1
64,2,1,26,26662.8,26919.1,29346.5
64,2,1,27,26801.9,27176.4,29126.5
64,2,1,28,26463.7,26850.9,29108.3
64,2,1,29,26614.1,26972.8,28901.9
64,2,1,30,26645.9,27023.7,29135.6
64,2,1,31,26645.5,27031.9,29456.5
64,2,1,32,26773.7,27105.5,28989.2
64,2,1,33,26929.6,27257.3,29211.9
64,2,1,34,26738.7,27040,31142
64,2,1,35,26673.2,27005.5,28765.6
64,2,1,36,26366.8,26715.5,28721
64,2,1,37,26672.8,27136.4,29057.4
64,2,1,38,26350.9,26676.4,28706.5
64,2,1,39,26444.1,26648.2,28400.1
64,2,1,40,26094.1,26349.1,28833.7
64,2,1,41,27356,27692.8,29628.3
64,2,1,42,27250,27623.7,29571.9
64,2,1,43,26085.5,26352.7,28774.6
64,2,1,44,27168.7,27537.3,29496.5
64,2,1,45,26079.6,26385.5,28724.6
64,2,1,46,25950.5,26232.7,28360.1
64,2,1,47,27233.7,27606.4,29455.6
64,2,1,48,26783.2,27029.1,29311
64,2,1,49,26865,27311.9,29032.8
64,2,1,50,27306,27478.2,29253.8
64,2,1,51,27078.7,27411.9,29818.3
64,2,1,52,26872.8,27212.8,29038.3
64,2,1,53,27015.5,27215.5,29249.2
64,2,1,54,26663.7,26988.2,29040.1
64,2,1,55,26646.4,26836.4,29175.6
64,2,1,56,26252.7,26562.8,28724.6
64,2,1,57,27183.7,27534.6,29530.1
64,2,1,58,26241.4,26515.5,28858.3
64,2,1,59,27078.2,27378.2,29606.5
64,2,1,60,26540.9,26810,29178.3
64,2,1,61,26175,26496.4,28666.5
64,2,1,62,27213.2,27381.9,29079.2
64,2,1,63,26823.7,27184.6,29067.4
64,2,2,0,16909.7,13978.7,16055.1
64,2,2,1,17055.2,14145.1,16314.2
64,2,2,2,14146,14106.9,16205.1
64,2,2,3,14276.4,14256,16197.9
64,2,2,4,14102.3,14066,16102.4
64,2,2,5,14188.7,14153.2,16147.9
64,2,2,6,14228.2,14185.1,16328.8
64,2,2,7,14265.5,14235.1,16261.5
64,2,2,8,14182.3,14058.7,15976
64,2,2,9,14166,14126.9,16256
64,2,2,10,14186.4,14144.2,16267
64,2,2,11,14216.4,14163.2,16317
64,2,2,12,14161.4,14115.1,16241.5
64,2,2,13,14236.4,14193.2,16354.2
64,2,2,14,14211,14173.2,16296
64,2,2,15,14246.4,14202.3,16300.6
64,2,2,16,14135.5,14088.7,16137.9
64,2,2,17,14251.4,14228.7,16289.7
64,2,2,18,14220.5,14186,16231.5
64,2,2,19,14208.2,14169.6,16163.3
64,2,2,20,14112.3,14076,16064.2
64,2,2,21,14189.2,14124.2,16174.2
64,2,2,22,14232.8,14123.2,16091.5
64,2,2,23,14229.2,14187.8,16151.5
64,2,2,24,14104.6,14063.2,16066.9
64,2,2,25,14251.9,14212.3,16379.7
64,2,2,26,14235.1,14195.1,16298.8
64,2,2,27,14238.2,14217.8,16311.5
64,2,2,28,14146.9,14090.5,16108.8
64,2,2,29,14238.2,14151.4,16299.7
64,2,2,30,14226,14161.4,16222.4
64,2,2,31,14350.1,14208.7,16271.5
64,2,2,32,14281.4,14125.1,16071.5
64,2,2,33,14283.7,14246.9,16338.8
64,2,2,34,14259.6,14224.2,16300.6
64,2,2,35,14215.1,14166,16205.1
64,2,2,36,14053.7,14010.5,15956
64,2,2,37,14253.2,14162.3,16246
64,2,2,38,14148.2,14114.2,16145.1
64,2,2,39,14237.8,14196,16327.9
64,2,2,40,14213.7,14176.9,16257
64,2,2,41,14250.5,14215.1,16303.3
64,2,2,42,14259.6,14217.8,16349.7
64,2,2,43,14143.7,14090.5,16138.8
64,2,2,44,14042.3,14002.3,16088.8
64,2,2,45,14219.2,14181.4,16410.6
64,2,2,46,14187.8,14139.6,16365.1
64,2,2,47,14258.7,14226,16200.6
64,2,2,48,14136.9,14077.8,16233.3
64,2,2,49,14191.4,14152.3,16266
64,2,2,50,14157.8,14126,16175.1
64,2,2,51,14177.8,14143.2,16036
64,2,2,52,14132.3,14101.4,16139.7
64,2,2,53,14344.2,14200.5,16287
64,2,2,54,14167.8,14139.6,16024.2
64,2,2,55,14182.3,14156,16061.5
64,2,2,56,14216.9,14156,16167.9
64,2,2,57,14195.5,14122.3,16417.9
64,2,2,58,14256.9,14203.2,16297.9
64,2,2,59,14121.9,14078.7,16033.3
64,2,2,60,14094.2,14066.9,16107.9
64,2,2,61,14238.7,14185.1,16413.3
64,2,2,62,14207.3,14070.5,16040.6
64,2,2,63,14265.5,14227.8,16375.1
64,2,3,0,34055.9,28145.7,29750.3
64,2,3,1,34646.4,28757.5,30253.9
64,2,3,2,28689.8,28709.3,30319.4
64,2,3,3,28391.1,28395.7,29926.6
64,2,3,4,28196.6,28196.6,29928.4
64,2,3,5,28418.8,28408.4,30336.6
64,2,3,6,28551.1,28557.5,30072.1
64,2,3,7,28310.2,28294.7,29814.8
64,2,3,8,28056.1,28046.6,29505.7
64,2,3,9,27942.9,27916.6,29462.1
64,2,3,10,27953.4,27962.9,29565.7
64,2,3,11,28358.4,28354.8,30212.1
64,2,3,12,28372,28320.2,30331.2
64,2,3,13,28757.5,28756.6,30601.2
64,2,3,14,28047.5,28012.9,29590.3
64,2,3,15,28103.4,28089.3,29833
64,2,3,16,28695.2,28732,30433.9
64,2,3,17,28746.1,28719.3,30525.7
64,2,3,18,28796.1,28787.5,30723.9
64,2,3,19,28171.6,28134.7,29944.8
64,2,3,20,28499.8,28495.7,30446.7
64,2,3,21,28516.6,28487.5,30554.8
64,2,3,22,28204.3,28183.8,29783
64,2,3,23,28006.1,28001.1,29602.1
64,2,3,24,28374.3,28335.7,30536.7
64,2,3,25,28652,28665.7,30413
64,2,3,26,28287,28210.2,30361.2
64,2,3,27,28857,28797.5,31187.6
64,2,3,28,28557.5,28522,30433.9
64,2,3,29,28222.9,28259.3,29683.9
64,2,3,30,28577,28579.3,30288.5
64,2,3,31,28422,28359.3,29751.2
64,2,3,32,28389.8,28357.5,30002.1
64,2,3,33,28628.9,28631.1,30505.7
64,2,3,34,28303.4,28272,30083
64,2,3,35,28064.3,28057.5,29434.8
64,2,3,36,27811.1,27783.8,29303
64,2,3,37,28064.3,27987.5,30184.8
64,2,3,38,27737.9,27785.6,29063.9
64,2,3,39,28872,28899.3,30381.2
64,2,3,40,28243.4,28220.2,30032.1
64,2,3,41,28026.6,28016.6,29518.4
64,2,3,42,28148.4,28144.7,29663.9
64,2,3,43,28477.5,28493.8,30062.1
64,2,3,44,28110.2,28079.3,29861.2
64,2,3,45,28724.3,28717.5,30521.2
64,2,3,46,28151.6,28139.3,29685.7
64,2,3,47,27986.1,27992,29443
64,2,3,48,28102,28012,30186.6
64,2,3,49,28937,28966.6,30550.3
64,2,3,50,28929.3,28965.7,30493
64,2,3,51,28779.3,28804.8,30550.3
64,2,3,52,28639.8,28666.6,30107.5
64,2,3,53,28318.8,28293.8,30098.5
64,2,3,54,28532.5,28502.9,30295.7
64,2,3,55,28213.4,28033.8,29383
64,2,3,56,28377.9,28421.1,29877.5
64,2,3,57,28862.5,28840.2,30367.6
64,2,3,58,28326.6,28294.7,30300.3
64,2,3,59,28585.7,28556.6,30313
64,2,3,60,28320.2,28300.2,29999.4
64,2,3,61,28272.5,28269.3,30003
64,2,3,62,28448.4,28449.3,30004.8
64,2,3,63,28410.2,28416.6,30165.7
