time_sec,clients,run,throughput
10,64,2,2532480
11,64,2,2532982
12,64,2,2531962
13,64,2,2532608
14,64,2,2531520
15,64,2,2531904
16,64,2,2531965
17,64,2,2532864
18,64,2,2530880
19,64,2,2530750
20,64,2,2531392
21,64,2,2532928
22,64,2,2531968
23,64,2,2532992
24,64,2,2531968
25,64,2,4645608
26,64,2,4674048
27,64,2,4667017
28,64,2,4672955
29,64,2,4677312
30,64,2,4672768
31,64,2,4674816
32,64,2,4675136
33,64,2,4675456
34,64,2,4672128
35,64,2,4673536
36,64,2,4673277
37,64,2,4674048
38,64,2,4673152
39,64,2,4674752
40,64,2,4673728
41,64,2,4676544
42,64,2,4671808
43,64,2,4675776
44,64,2,4671808
45,64,2,4676352
46,64,2,4673790
47,64,2,4675776
48,64,2,4671872
49,64,2,4674816
50,64,2,4671936
51,64,2,4674560
52,64,2,4672960
53,64,2,4677312
54,64,2,4672831
55,64,2,4674624
56,64,2,4673657
57,64,2,4675648
58,64,2,4673280
59,64,2,4674432
60,64,2,4672890
61,64,2,61824
1,64,3,4831561
2,64,3,4757680
3,64,3,4763692
4,64,3,4761298
5,64,3,4762403
6,64,3,4762406
7,64,3,4764454
8,64,3,4761427
9,64,3,4763328
10,64,3,4764160
11,64,3,4766457
12,64,3,4763392
13,64,3,4764800
14,64,3,4762432
15,64,3,4761215
16,64,3,4761215
17,64,3,4763904
18,64,3,4759296
19,64,3,4759738
20,64,3,4760320
21,64,3,4758837
22,64,3,4757361
23,64,3,4761728
24,64,3,4759168
25,64,3,4758464
26,64,3,4753668
27,64,3,4761856
28,64,3,4758784
29,64,3,4760832
30,64,3,4759488
31,64,3,4762042
32,64,3,4758656
33,64,3,4759936
34,64,3,4758976
35,64,3,4760832
36,64,3,4761408
37,64,3,4759744
38,64,3,4757244
39,64,3,4760382
40,64,3,4760256
41,64,3,4762112
42,64,3,4760767
43,64,3,4763776
44,64,3,4760128
45,64,3,4762944
46,64,3,4760637
47,64,3,4760320
48,64,3,4758784
49,64,3,4761408
50,64,3,4759615
51,64,3,4760320
52,64,3,4759677
53,64,3,4759616
54,64,3,4762174
55,64,3,4760896
56,64,3,4758400
57,64,3,4758912
58,64,3,4758848
59,64,3,4761728
60,64,3,4761472
61,64,3,65216
