time_sec,clients,run,throughput
15,16,1,9392462
16,16,1,9401448
17,16,1,9396878
18,16,1,9399184
19,16,1,9404816
20,16,1,9389097
21,16,1,9402176
22,16,1,9399828
23,16,1,9402553
24,16,1,9395552
25,16,1,9394743
26,16,1,9389324
27,16,1,9402197
28,16,1,9401134
29,16,1,9402461
30,16,1,9398639
31,16,1,9401488
32,16,1,9406116
33,16,1,9407920
34,16,1,9404871
35,16,1,9408915
36,16,1,9402408
37,16,1,9390965
38,16,1,9393019
39,16,1,9403175
40,16,1,9400743
41,16,1,9397212
42,16,1,9398822
43,16,1,9405526
44,16,1,9400841
45,16,1,9404551
46,16,1,9389707
47,16,1,9397835
48,16,1,9394974
49,16,1,9393739
50,16,1,9393462
51,16,1,9402366
52,16,1,9397630
53,16,1,9390939
54,16,1,9398176
55,16,1,9404955
56,16,1,9389312
57,16,1,9395439
58,16,1,9399725
59,16,1,9398318
60,16,1,9391644
61,16,1,46288
1,16,2,10840359
2,16,2,5661610
3,16,2,5652736
4,16,2,5522150
5,16,2,5514162
6,16,2,5521135
7,16,2,5508944
8,16,2,5361616
9,16,2,5349185
10,16,2,5204896
11,16,2,5205139
12,16,2,5200024
13,16,2,5193640
14,16,2,5054931
15,16,2,5056727
16,16,2,4913232
17,16,2,4910685
18,16,2,4913328
19,16,2,4907856
20,16,2,4759344
21,16,2,4760445
22,16,2,4760448
23,16,2,4754860
24,16,2,4603456
25,16,2,4585041
26,16,2,4419646
27,16,2,4409119
28,16,2,4226960
29,16,2,4213738
30,16,2,4015568
31,16,2,4000202
32,16,2,3784640
33,16,2,3767136
34,16,2,3547248
35,16,2,3573937
36,16,2,3548560
37,16,2,3532336
38,16,2,3331824
39,16,2,3536393
40,16,2,3330400
41,16,2,3516769
42,16,2,2977568
43,16,2,2978903
44,16,2,3026848
45,16,2,3274032
46,16,2,3025472
47,16,2,3278594
48,16,2,2976288
49,16,2,3021081
50,16,2,3290672
51,16,2,3320284
52,16,2,3330991
53,16,2,3530066
54,16,2,3290448
55,16,2,3278327
56,16,2,3023680
57,16,2,3272912
58,16,2,2977389
59,16,2,3190230
60,16,2,2975184
61,16,2,14304
1,16,3,9432816
2,16,3,9605071
3,16,3,9639050
4,16,3,9613036
5,16,3,9617439
6,16,3,9602192
7,16,3,9607892
8,16,3,9610814
9,16,3,9608702
10,16,3,9613493
11,16,3,9609743
12,16,3,9617285
13,16,3,9613418
14,16,3,9615289
15,16,3,9614848
16,16,3,9609348
17,16,3,9610546
18,16,3,9612385
19,16,3,9614522
20,16,3,9619928
21,16,3,9604048
22,16,3,9606493
23,16,3,9601755
24,16,3,9618096
25,16,3,9610789
26,16,3,9607660
27,16,3,9612009
28,16,3,9615226
29,16,3,9623864
30,16,3,9615705
31,16,3,9611723
32,16,3,9614871
33,16,3,9607941
34,16,3,9611711
35,16,3,9603593
36,16,3,9609694
37,16,3,9604069
38,16,3,9610528
39,16,3,9605731
40,16,3,9609204
41,16,3,9607520
42,16,3,9647145
43,16,3,9610137
44,16,3,9617008
45,16,3,9611616
46,16,3,9622483
47,16,3,9611530
48,16,3,9610962
49,16,3,9607939
50,16,3,9612226
51,16,3,9606329
52,16,3,9611810
53,16,3,9606637
54,16,3,9605771
55,16,3,9607531
56,16,3,9609944
57,16,3,9615485
58,16,3,9607469
59,16,3,9603504
60,16,3,9611546
61,16,3,47632
1,32,1,2683564
2,32,1,2675168
3,32,1,2681150
4,32,1,2679872
5,32,1,2681344
6,32,1,3829878
7,32,1,4629689
8,32,1,4631760
9,32,1,4631004
10,32,1,4674716
